Country,HS_Code,Risk_Score,Drop_Months
Northern Mariana Islands,76,8.9,2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-11;2021-01;2021-02;2021-03;2023-01;2024-02;2024-06;2025-01;2025-03;2025-04;2025-05;2025-07;2025-09;2025-12;2026-02
Northern Mariana Islands,84,9.8,2020-02;2020-04;2020-08;2020-10;2021-03;2021-04;2021-10;2021-11;2022-02;2022-08;2023-09;2023-12;2024-03;2024-10
Norway,9,5.0,2020-01;2020-05;2022-10;2022-12;2023-02;2023-03;2023-05;2023-08;2023-11;2024-02;2024-05;2024-06;2024-07;2025-12;2026-02
Norway,11,10.0,2020-04;2020-08;2021-06;2021-08;2021-11;2021-12;2022-01;2022-02;2022-05;2022-08;2023-06;2024-02;2024-05;2024-09;2024-12
Norway,17,8.6,2021-05;2021-07;2021-11;2022-03;2022-07;2022-09;2022-10;2023-12;2024-02;2024-08;2025-06;2025-08;2025-11;2026-01;2026-02
Norway,26,8.4,2020-03;2020-05;2020-06;2020-07;2020-08;2020-10;2020-11;2020-12;2021-01;2022-01;2022-04;2022-06;2022-08;2022-09;2022-12;2023-02;2023-03;2023-05;2023-06;2023-07;2023-09;2023-10;2023-11;2023-12;2024-04;2025-01;2025-06
Norway,27,8.9,2020-07;2020-12;2021-02;2021-04;2021-05;2021-11;2022-01;2022-03;2022-04;2022-06;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-05;2023-07;2023-08;2023-09;2023-10;2023-11;2024-03;2024-04;2024-12;2025-01;2025-02;2025-05;2025-06;2025-08;2025-10;2025-12;2026-03
Norway,31,5.3,2020-07;2020-08;2020-09;2021-06;2022-03;2022-11;2023-05;2023-06;2023-07;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-04;2025-03;2025-10
Norway,39,5.7,2021-07;2021-08;2021-09;2021-10;2022-01;2022-03;2022-05;2022-06;2022-12;2023-02;2023-04;2023-06;2023-07;2023-09;2023-10;2023-11;2024-03;2024-09;2025-02;2026-01;2026-03
Norway,44,8.3,2020-04;2020-05;2020-08;2020-09;2020-10;2020-11;2021-01;2021-03;2021-07;2021-10;2021-12;2022-05;2022-06;2023-02;2023-04;2023-11;2023-12;2024-01;2024-03;2024-04;2024-07;2024-08;2024-09;2024-11;2025-01;2025-02;2025-05;2025-06;2025-07;2025-08;2025-12;2026-02
Norway,72,5.3,2020-09;2020-10;2021-11;2021-12;2022-02;2022-03;2022-04;2022-05;2022-08;2022-09;2023-01;2023-07;2023-10;2024-03;2024-07;2024-11;2024-12;2025-02;2025-04;2025-06;2025-08;2025-09;2026-02
Norway,76,8.3,2020-03;2020-06;2020-08;2020-11;2021-02;2021-04;2021-05;2021-07;2021-08;2021-09;2021-10;2021-12;2022-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07;2023-08;2023-09;2024-03;2024-05;2024-10;2024-11;2024-12;2025-01;2025-04;2025-06;2025-07;2025-09;2025-11;2026-02;2026-03
Norway,84,4.1,2020-06;2020-12;2022-02;2022-06;2022-11;2023-01;2023-05;2023-09;2023-12;2024-02
Oman,9,9.7,2020-05;2020-06;2020-08;2021-03;2021-11;2021-12;2022-06;2022-09;2023-03;2023-04;2023-07;2023-08;2025-02;2025-03;2025-05;2026-02
Oman,26,9.6,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2021-11;2021-12;2022-02;2022-04;2022-06;2022-10;2023-03;2023-09;2024-01;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-11;2025-10
Oman,27,3.8,2022-06;2025-02;2025-05;2025-07;2025-10;2025-11;2026-01
Oman,39,8.0,2020-12;2021-04;2021-07;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2023-12;2024-05;2024-06;2024-08;2024-09;2024-11;2025-02;2025-03;2025-04;2025-05;2025-07;2025-08;2025-10;2025-11;2025-12;2026-01;2026-02
Oman,72,5.8,2020-01;2020-02;2020-03;2020-04;2020-06;2020-07;2020-08;2020-10;2021-04;2021-12;2022-07;2022-11;2024-04;2025-01;2025-05;2025-08;2025-10
Oman,76,8.6,2020-02;2020-03;2020-04;2020-07;2020-08;2020-09;2020-10;2020-11;2021-05;2021-10;2021-11;2022-02;2022-03;2022-04;2022-05;2022-06;2022-08;2022-09;2022-12;2023-01;2023-07;2023-08;2025-03;2025-04;2025-05;2025-08;2025-09;2025-10
Oman,84,8.8,2020-03;2020-04;2020-06;2020-08;2020-09;2021-01;2021-02;2021-04;2021-05;2021-10;2021-12;2022-03;2022-05;2022-06;2022-07;2022-09;2022-11;2023-01;2023-02;2023-04;2023-08;2023-09;2023-10;2023-12;2024-03;2024-05;2024-09;2024-11;2024-12;2025-02;2025-03;2025-04;2025-06;2025-07;2026-01
Others,26,9.7,2020-10;2020-11;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-11;2021-12;2022-09
Others,27,3.1,2021-12;2022-11;2024-01
Others,39,8.9,2020-02;2020-07;2020-08;2020-10;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-09;2021-10;2021-11;2022-03;2022-07;2022-08;2022-11;2022-12;2023-02;2023-09;2023-12;2024-04;2024-05;2024-10;2024-11;2024-12;2025-03;2025-04;2025-05;2025-06;2025-09;2026-01
Others,44,6.7,2020-01;2020-02;2020-03;2020-06;2020-10;2020-12;2021-08;2021-11;2021-12;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2023-02;2023-03;2023-05;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-07;2024-08;2024-11;2025-03;2025-04;2025-05;2025-07;2025-08;2025-10;2025-12;2026-01;2026-02
Others,72,3.3,2020-10;2022-10;2023-09
Others,76,7.4,2020-01;2020-02;2020-04;2020-08;2020-11;2021-02;2021-07;2021-09;2022-03;2022-05;2022-07;2022-08;2022-11;2022-12;2023-02;2023-04;2023-05;2023-09;2023-12;2024-10;2024-12;2025-01;2025-04;2025-06;2025-09;2025-10
Others,84,3.4,2020-04;2020-08;2023-11;2024-02
Pakistan,9,7.5,2020-04;2020-05;2020-10;2020-12;2021-05;2021-06;2021-09;2021-11;2022-03;2023-02;2023-06;2023-07;2023-08;2023-09;2023-11;2023-12;2024-04;2024-08;2025-03;2025-04;2025-06;2025-09;2025-10;2025-12;2026-01;2026-02;2026-03
Pakistan,10,9.4,2020-05;2020-09;2020-10;2020-11;2020-12;2021-03;2021-07;2021-08;2022-09;2023-05;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2024-04;2026-02;2026-03
Pakistan,11,10.0,2020-01;2020-03;2020-04;2020-05;2020-09;2021-04;2023-02;2024-01;2025-03;2025-06;2025-11;2026-02
Pakistan,17,8.5,2020-03;2020-05;2020-06;2020-08;2020-12;2021-04;2021-06;2021-12;2022-01;2022-04;2022-07;2022-09;2022-10;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-08;2023-09;2023-10;2023-11;2024-02;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-10;2025-11;2025-12;2026-01
Pakistan,26,6.2,2020-01;2020-03;2020-04;2022-06;2022-09;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-08;2024-04;2024-05;2024-08;2025-06;2025-07;2025-09;2025-10;2025-11
Pakistan,27,9.0,2020-02;2020-04;2020-05;2020-06;2020-08;2020-11;2020-12;2021-02;2021-03;2021-07;2021-10;2022-04;2022-06;2022-09;2022-12;2023-01;2023-02;2023-05;2023-07;2023-10;2023-11;2023-12;2024-03;2024-08;2025-02;2025-09;2025-11;2025-12;2026-01;2026-02
Pakistan,39,7.2,2020-02;2020-03;2020-04;2020-05;2020-07;2020-08;2020-12;2021-01;2021-04;2021-06;2022-08;2022-10;2022-11;2023-02;2023-04;2023-06;2023-07;2023-12;2024-02;2024-03;2024-04;2024-05;2024-09;2025-06;2025-10;2026-02
Pakistan,44,8.7,2020-02;2021-01;2022-09;2022-12;2024-01;2024-05;2024-06;2025-02;2025-12;2026-02
Pakistan,72,9.0,2020-01;2020-03;2020-06;2020-08;2020-10;2021-11;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07;2023-08
Pakistan,76,8.7,2020-01;2020-02;2020-03;2020-05;2020-07;2020-08;2021-03;2021-05;2021-06;2021-10;2022-02;2022-07;2022-11;2023-01;2023-04;2023-06;2023-07;2023-08;2023-09;2024-02;2024-04;2024-10;2024-12;2025-05;2025-06
Pakistan,84,8.3,2020-03;2020-04;2020-06;2020-09;2020-12;2021-01;2021-07;2021-08;2021-09;2021-10;2021-11;2022-03;2022-05;2022-06;2022-08;2022-11;2022-12;2023-01;2023-02;2023-04;2023-05;2023-09;2023-10;2024-03;2024-04;2024-06;2024-07;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-06;2025-07;2025-08;2025-11
Palau,72,8.7,2021-01;2021-02;2021-03;2021-04;2021-05;2022-06;2022-09;2022-10;2022-12;2023-03;2023-05;2023-07;2023-08;2023-11;2024-01;2024-02;2025-06;2025-09;2025-11;2026-02
Panama,9,6.2,2020-03;2020-08;2021-01;2021-02;2021-04;2021-09;2021-12;2022-06;2022-08;2022-09;2022-12;2023-03;2023-04;2023-05;2023-06;2023-10;2023-12;2024-01;2024-02;2024-03;2024-08;2025-02;2025-07;2025-10;2025-12;2026-01
Panama,26,8.0,2020-08;2021-03;2021-04;2021-05;2022-01;2022-07;2022-09;2022-11;2023-02;2023-10;2024-01;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-11;2024-12
Panama,27,8.9,2020-06;2021-02;2021-03;2021-04;2021-05;2021-07;2021-09;2021-11;2021-12;2022-01;2022-08;2022-10;2023-02;2023-03;2023-05;2023-07;2023-09;2023-12;2024-03;2024-04;2024-06;2024-08;2024-10;2024-11;2025-01;2025-02;2025-09;2025-12
Panama,39,9.6,2020-02;2020-03;2020-07;2020-09;2021-08;2021-10;2022-01;2022-03;2022-07;2022-12;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-09;2024-10;2024-12;2025-08
Panama,72,9.1,2020-02;2020-06;2021-01;2021-03;2021-04;2021-05;2021-08;2021-09;2021-10;2021-11;2021-12;2022-06;2022-07;2023-03;2023-04;2023-05;2023-11;2023-12;2024-01;2024-02;2024-03;2024-05;2024-06;2025-04;2025-05;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02
Panama,76,6.3,2020-03;2020-04;2020-06;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2022-11;2022-12;2023-06;2023-09;2023-10;2024-07;2025-01;2025-02;2025-03;2025-06;2025-07;2025-08;2025-10
Panama,84,6.4,2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-03;2021-05;2022-08;2023-02;2023-03;2023-05;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-06;2024-10;2025-05;2025-07;2025-08
Papua New Guinea,9,5.4,2020-01;2020-02;2020-10;2020-12;2021-01;2021-04;2021-07;2022-02;2022-06;2023-05;2023-09;2024-01;2024-02;2024-06;2024-08;2024-10
Papua New Guinea,26,7.9,2020-07;2020-08;2020-09;2021-01;2021-02;2021-03;2021-04;2021-05;2021-11;2022-06;2022-10;2023-02;2023-03;2023-06;2023-07;2023-08;2024-10;2025-12;2026-01
Papua New Guinea,27,6.8,2020-01;2020-03;2020-05;2020-11;2021-04;2021-06;2021-07;2021-08;2021-09;2021-10;2021-12;2022-02;2022-05;2022-08;2023-07;2023-08;2023-09;2023-10;2023-11;2024-02;2024-03;2025-03;2025-06
Papua New Guinea,44,5.2,2020-01;2020-03;2020-07;2020-08;2020-09;2021-02;2021-04;2022-03;2022-09;2022-12;2023-03;2023-05;2024-02;2024-04;2024-10;2025-07;2025-12
Papua New Guinea,76,4.4,2021-12;2022-02;2022-11;2023-01;2023-06;2023-07;2023-10;2023-12;2024-01;2024-02;2024-05;2024-07;2024-09;2024-11;2024-12;2025-03
Papua New Guinea,84,9.5,2020-01;2020-05;2020-07;2020-10;2020-11;2020-12;2021-03;2021-08;2021-10;2021-11;2022-02;2022-03;2022-04;2023-04;2023-05;2023-09;2024-01;2024-10;2025-03;2026-01
Paraguay,10,8.8,2020-05;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-06;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-08;2023-10;2023-11;2024-05;2024-06;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05
Paraguay,17,8.6,2020-01;2020-06;2020-10;2020-11;2021-02;2021-03;2021-05;2021-09;2021-11;2022-07;2022-08;2022-10;2023-01;2023-04;2023-07;2023-11;2023-12;2024-02;2024-03;2024-05;2024-08;2024-09;2025-02;2025-04;2025-09;2025-10;2025-11;2026-03
Paraguay,44,8.5,2020-10;2020-11;2021-06;2021-09;2021-12;2022-01;2022-02;2022-05;2022-07;2022-09;2023-04;2023-06;2023-10;2023-11;2023-12;2024-04;2024-09;2024-10;2025-02;2025-05;2025-11;2025-12;2026-01;2026-02
Paraguay,76,8.5,2020-01;2020-02;2021-06;2021-07;2021-09;2021-10;2021-11;2022-04;2022-05;2022-06;2022-12;2023-01;2023-02;2023-07;2023-09;2023-12;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2025-03;2025-04;2025-05;2025-06;2026-02
Paraguay,84,9.5,2020-07;2021-01;2021-03;2021-04;2021-08;2021-10;2022-01;2023-07;2023-10;2023-12;2024-01;2024-10;2025-04
Peru,9,5.5,2021-03;2021-06;2021-07;2021-10;2022-01;2023-01;2023-04;2023-08;2023-10;2024-02;2024-03;2024-05;2024-06;2025-06;2025-07;2025-08;2025-10;2025-11;2026-02;2026-03
Peru,10,9.3,2020-01;2020-03;2020-05;2020-06;2020-10;2021-05;2021-07;2021-09;2021-12;2022-02;2022-08;2022-11;2023-01;2023-03;2023-04;2023-05;2023-07;2023-09;2023-11;2024-07;2024-08;2025-01;2025-10;2025-11;2025-12
Peru,11,8.8,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2021-03;2021-05;2021-08;2021-09;2021-10;2021-11;2021-12;2022-04;2022-06;2022-08;2022-09;2023-01;2023-02;2023-05;2023-08;2023-10;2024-07;2024-11;2025-04;2025-06;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02
Peru,17,10.0,2020-03;2020-06;2020-12;2021-09;2022-02;2022-07;2023-06;2023-10;2023-12;2024-04;2024-11;2025-01
Peru,26,4.5,2020-05;2020-08;2022-06;2022-10;2022-12;2023-01;2024-08;2024-10;2024-11;2024-12;2025-01;2025-05;2025-06;2025-09;2026-03
Peru,27,5.9,2020-04;2020-05;2020-08;2020-11;2021-02;2021-06;2021-09;2021-10;2021-12;2022-01;2022-09;2022-10;2022-11;2022-12;2023-04;2024-01;2025-09;2025-11;2025-12
Peru,39,8.8,2020-03;2020-04;2020-06;2020-10;2021-02;2021-07;2021-09;2021-10;2021-11;2022-01;2022-05;2022-06;2023-01;2023-02;2023-04;2023-05;2023-06;2023-10;2023-11;2024-03;2024-08;2024-12;2025-02;2025-04;2025-06;2025-09;2025-11;2026-03
Peru,44,7.4,2020-06;2020-09;2020-11;2021-01;2021-03;2021-05;2021-07;2021-08;2021-10;2021-11;2022-02;2022-04;2022-06;2022-09;2023-01;2023-02;2023-05;2024-06;2024-07;2024-09;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-08;2025-10;2026-02
Peru,76,3.9,2020-06;2020-12;2021-01;2023-09;2025-01;2025-11
Peru,84,7.7,2020-01;2020-02;2020-04;2020-05;2020-07;2020-10;2021-03;2021-12;2022-02;2022-05;2022-06;2022-07;2022-08;2022-09;2022-11;2022-12;2023-01;2023-03;2024-01;2024-02;2024-04;2024-07;2024-10;2024-11;2025-05;2025-07;2025-08;2025-09;2026-02;2026-03
Philippines,9,7.3,2020-02;2020-03;2020-04;2020-08;2021-02;2021-06;2021-09;2021-10;2022-01;2022-06;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-07;2023-08;2023-10;2024-04;2024-07;2024-09;2024-11;2024-12;2025-02;2025-03;2025-05;2025-06;2025-09;2025-11;2026-01
Philippines,10,10.0,2020-04;2020-05;2020-06;2022-03;2023-05;2023-07;2023-09;2024-08
Philippines,11,3.9,2022-11;2023-09;2024-01;2024-12;2026-01
Philippines,17,3.3,2020-04;2020-06;2020-07;2020-11;2022-10;2023-07
Philippines,26,7.8,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-02;2021-05;2022-04;2022-08;2022-11;2023-05;2023-06;2023-07;2023-09;2024-01;2024-03;2024-05;2024-06;2024-08;2024-09;2024-10;2024-11;2024-12;2025-02;2025-03;2025-05;2025-09
Philippines,27,8.4,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2021-03;2021-10;2021-11;2022-04;2022-09;2022-12;2023-02;2023-08;2024-03;2024-05;2024-06;2024-07;2024-08;2024-10;2024-11;2024-12;2025-02;2025-04;2025-07;2025-08;2025-09;2025-11;2025-12;2026-01
Philippines,31,10.0,2020-03;2020-10;2022-11;2022-12;2023-01;2023-02;2024-08;2024-09;2025-01;2025-02;2025-03;2025-04;2025-06;2025-11;2026-01;2026-03
Philippines,39,3.8,2020-01;2020-04;2020-05;2021-08;2022-02;2022-09;2025-10;2025-11;2026-02
Philippines,44,3.9,2023-04;2024-09;2025-02;2025-05;2025-10;2025-11;2026-01
Philippines,72,5.5,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-10;2022-12;2023-03;2023-04;2023-05;2023-12;2024-01;2024-06;2024-07;2024-10;2025-05
Philippines,76,3.4,2020-04;2020-05;2020-06;2023-04
Philippines,84,3.4,2020-01;2020-04;2020-05;2023-10
Poland,9,5.3,2020-04;2020-07;2020-08;2021-02;2021-12;2022-02;2022-04;2022-06;2022-07;2022-11;2023-01;2023-05;2024-02;2024-03;2025-09;2025-11;2026-01
Poland,10,9.7,2020-01;2020-10;2021-02;2021-06;2022-10;2023-01;2023-02;2023-03;2023-06;2023-07;2023-09;2024-03;2024-04;2024-07;2024-08;2024-10;2025-01;2025-03;2025-10;2025-12;2026-02;2026-03
Poland,11,4.4,2020-01;2022-08;2022-10;2022-11;2023-01;2023-04;2024-02;2024-03;2024-05;2025-04;2025-06;2025-07;2025-12
Poland,17,7.2,2020-01;2020-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2022-01;2022-09;2023-03;2023-08;2023-11;2024-02;2024-04;2024-05;2024-12;2025-04;2025-06;2025-08;2025-10
Poland,26,8.5,2020-09;2020-11;2023-02;2023-10;2024-07;2025-02;2025-10;2025-12
Poland,27,6.4,2020-05;2020-09;2020-11;2021-03;2021-04;2021-06;2021-07;2021-10;2022-05;2022-12;2023-01;2023-02;2023-03;2023-04;2023-06;2023-08;2023-09;2023-11;2024-01;2024-02;2025-03;2025-04;2025-05;2025-10;2025-12
Poland,31,6.8,2020-03;2020-04;2020-08;2020-10;2021-01;2021-07;2022-03;2022-04;2022-10;2022-12;2023-02;2023-05;2023-06;2023-08;2023-09;2023-12;2024-01;2024-03;2024-05;2024-10;2024-11;2025-06;2025-07;2025-09
Poland,39,4.8,2022-05;2022-06;2022-07;2024-01;2024-03;2024-08;2025-09;2025-10;2025-11;2026-01;2026-02
Poland,44,5.2,2020-02;2020-03;2021-08;2021-12;2022-02;2022-03;2022-04;2022-10;2023-01;2024-05;2024-08;2025-07;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03
Poland,72,6.3,2020-01;2020-03;2020-04;2020-05;2021-02;2021-04;2021-07;2021-10;2022-01;2022-03;2022-06;2022-08;2022-09;2022-12;2023-01;2023-02;2024-05;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-03;2025-05;2025-07;2025-09
Poland,76,5.5,2022-03;2022-04;2022-05;2022-12;2023-11;2024-02;2024-03;2024-05;2024-06;2024-07;2024-08;2025-01;2025-09;2025-10;2026-03
Poland,84,3.8,2020-04;2021-01;2023-01;2023-12;2024-05;2024-07;2024-08;2025-02
Poland,93,10.0,2020-11;2021-02;2021-03;2021-12;2022-07;2023-09;2024-08;2024-11;2025-12
Portugal,9,7.3,2020-02;2021-09;2022-04;2023-02;2023-07;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2025-01;2025-03;2025-04;2025-05;2025-08;2025-11;2025-12;2026-02
Portugal,17,10.0,2020-01;2020-05;2020-07;2020-09;2020-11;2022-04;2022-05;2022-06;2022-09;2023-02;2023-08;2023-09;2023-10;2023-12;2024-07;2025-10;2025-11;2026-02
Portugal,26,9.1,2020-04;2020-05;2020-11;2021-10;2022-07;2022-09;2022-11;2023-01;2023-03;2024-07;2025-06;2025-12
Portugal,27,9.9,2020-06;2020-10;2020-11;2021-04;2021-08;2021-12;2022-03;2022-06;2022-12;2023-02;2023-03;2023-10;2024-12;2025-01;2025-03;2025-05;2025-07;2025-09;2025-11
Portugal,39,6.9,2020-01;2020-05;2020-06;2020-07;2020-09;2020-10;2020-12;2021-02;2021-04;2021-06;2021-11;2022-04;2022-05;2022-07;2022-08;2022-09;2022-10;2023-01;2023-02;2023-03;2023-04;2023-05;2024-10;2024-11;2025-01;2025-02;2025-03;2026-03
Portugal,44,8.4,2020-01;2020-03;2020-04;2020-06;2020-07;2020-08;2020-11;2020-12;2021-09;2022-01;2022-05;2022-09;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-06;2023-07;2023-08;2023-10;2024-04;2024-12;2025-01;2025-02;2025-03;2025-05;2025-08;2025-09;2025-10;2025-11;2025-12;2026-02
Portugal,72,8.0,2020-01;2020-02;2020-06;2020-08;2020-09;2020-11;2020-12;2021-03;2021-06;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-08;2022-09;2022-10;2022-11;2023-02;2023-07;2023-10;2023-12;2024-01;2024-03;2024-04;2024-08;2024-10;2024-12;2025-02
Portugal,76,8.2,2020-05;2020-07;2020-08;2021-01;2021-03;2021-05;2021-09;2021-10;2022-05;2022-06;2022-07;2022-08;2022-11;2022-12;2023-01;2023-02;2023-03;2023-06;2024-05;2024-08;2024-10;2024-11;2024-12;2025-03;2025-07;2025-08;2025-09;2026-01;2026-02
Portugal,84,5.5,2020-12;2021-01;2021-02;2021-07;2021-11;2022-04;2023-12;2024-09;2024-10;2024-11;2025-05;2025-06;2025-12;2026-01;2026-02;2026-03
Portugal,93,10.0,2020-01;2020-05;2020-08;2020-09;2021-12;2022-04;2023-06;2024-03;2024-08;2024-10;2025-05;2025-08;2026-02
Puerto Rico,39,9.1,2020-01;2020-02;2020-04;2020-05;2020-08;2020-10;2020-12;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-03;2023-05;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-12
Puerto Rico,72,8.8,2020-04;2020-05;2020-10;2020-11;2020-12;2021-01;2021-05;2021-06;2021-07;2021-08;2021-09;2021-12;2022-07;2023-03;2023-04;2023-05;2023-06;2023-08;2023-09;2023-10;2023-12;2024-01;2024-02;2024-03;2024-04;2024-06;2024-07;2024-09;2024-10;2024-11;2025-04;2025-10;2025-11
Puerto Rico,76,4.7,2020-03;2020-06;2020-08;2020-09;2020-10;2020-12;2021-06;2022-07;2022-09;2022-10;2022-11;2023-01;2024-02;2024-10;2024-11;2024-12;2025-04
Puerto Rico,84,7.1,2020-10;2020-12;2021-01;2021-02;2021-04;2021-05;2021-06;2021-07;2021-08;2021-11;2021-12;2022-03;2022-04;2022-06;2023-03;2023-04;2023-05;2023-07;2023-09
Qatar,26,7.4,2020-01;2020-04;2021-02;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-11;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02
Qatar,27,2.7,2020-06
Qatar,31,8.0,2020-02;2020-03;2020-06;2020-10;2021-01;2021-04;2021-07;2022-09;2023-04;2023-08;2023-12;2024-03;2024-05;2024-09;2025-02;2026-01
Qatar,39,3.3,2024-06
Qatar,72,10.0,2020-02;2020-06;2020-11;2021-09;2021-10;2022-12;2023-08;2023-11;2024-05;2024-12;2025-02;2025-04;2025-06;2025-08;2025-10
Qatar,76,3.2,2020-08
Qatar,84,7.9,2020-01;2020-03;2020-04;2020-06;2020-09;2020-10;2020-12;2021-07;2021-08;2021-10;2021-11;2022-01;2022-03;2022-04;2022-05;2022-06;2023-04;2023-09;2023-10;2023-11;2024-03;2024-06;2024-07;2024-08;2024-09;2024-11;2024-12;2025-02;2025-04;2025-05;2025-08;2025-09;2026-01
Republic of Montenegro,26,7.6,2022-11;2023-01;2023-05;2023-06;2023-07;2023-10;2023-12;2024-03;2024-04;2024-06;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-05;2025-07;2025-09
Republic of Montenegro,84,9.1,2020-07;2020-09;2021-08;2022-01;2022-07;2023-03;2023-06;2023-08;2024-01;2024-09;2024-11;2025-03;2025-04;2025-07;2025-09;2025-12;2026-01;2026-02
Reunion,84,9.7,2020-09;2020-10;2020-11;2021-03;2021-07;2021-08;2021-09;2022-01;2022-02;2023-01;2023-03;2023-04;2023-06;2023-08;2023-10;2024-02;2024-04;2026-02
Romania,9,10.0,2020-12;2021-10;2022-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07;2023-08;2024-10;2025-07
Romania,10,9.1,2020-07;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2022-09;2022-10;2022-12;2023-03;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08
Romania,17,9.4,2020-01;2020-10;2021-02;2021-06;2021-07;2022-12;2023-09;2024-05;2024-08;2024-12;2025-01;2025-05;2025-08;2025-09;2026-03
Romania,26,10.0,2020-02;2020-06;2020-08;2021-06;2024-05;2024-06;2024-07;2024-09;2024-11;2025-12;2026-01;2026-03
Romania,39,4.6,2021-08;2022-03;2022-06;2022-09;2022-12;2023-01;2023-05;2023-07;2024-02;2024-03;2024-05;2024-09;2025-01;2025-03;2025-11;2026-02
Romania,44,5.0,2021-05;2021-07;2021-08;2021-11;2023-01;2023-02;2023-03;2023-04;2023-07;2025-01;2025-04;2025-07;2025-10;2025-12;2026-02;2026-03
Romania,72,8.9,2020-01;2020-02;2020-04;2020-06;2020-08;2020-09;2020-10;2020-11;2021-02;2021-07;2021-11;2022-01;2022-05;2022-07;2022-08;2022-10;2022-12;2023-02;2023-03;2023-04;2023-06;2023-08;2023-09;2023-11;2024-10;2025-01;2025-03;2025-07;2025-12;2026-01;2026-02
Romania,76,5.9,2020-12;2021-01;2021-07;2021-10;2021-11;2022-04;2022-06;2022-08;2022-09;2023-08;2023-10;2025-06;2025-11;2026-01;2026-03
Romania,84,5.2,2020-01;2020-02;2020-04;2020-06;2020-07;2020-09;2020-10;2020-11;2020-12;2021-03;2021-04;2021-05;2021-06;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03
